,order_id,quantity,item_name,choice_description,item_price,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,choice_10,total_cost
117,51,1,canned soda,Diet Dr  Pepper,1.09,Diet Dr. Pepper,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.09
118,52,1,steak soft tacos,Roasted Chili Corn Salsa  Medium   Tomatillo-Red Chili Salsa  Hot   Cheese  Sour Cream  Lettuce,8.99,Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.99
119,52,1,chips and guacamole,none,3.99,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,3.99
120,53,1,chicken burrito,Tomatillo Red Chili Salsa  Rice  Black Beans  Sour Cream  Cheese  Lettuce,8.75,Tomatillo Red Chili Salsa, Rice, Black Beans, Sour Cream, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
121,53,1,barbacoa burrito,Tomatillo Green Chili Salsa  Rice  Black Beans  Sour Cream  Cheese  Lettuce,9.25,Tomatillo Green Chili Salsa, Rice, Black Beans, Sour Cream, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,9.25
122,53,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
123,54,1,chicken bowl,Fresh Tomato Salsa  Guacamole  Cheese  Sour Cream  Fajita Vegetables  Rice,11.25,Fresh Tomato Salsa, Guacamole, Cheese, Sour Cream, Fajita Vegetables, Rice,Not Specified,Not Specified,Not Specified,Not Specified,11.25
124,54,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
125,55,1,steak burrito,Roasted Chili Corn Salsa  Medium   Rice  Black Beans  Fajita Veggies  Sour Cream,8.99,Roasted Chili Corn Salsa (Medium), Rice, Black Beans, Fajita Veggies, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.99
126,55,1,canned soda,Coca Cola,1.09,Coca Cola,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.09
127,56,1,barbacoa bowl,Tomatillo Red Chili Salsa  Rice  Pinto Beans  Cheese  Lettuce,9.25,Tomatillo Red Chili Salsa, Rice, Pinto Beans, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
128,56,1,chips and tomatillo red chili salsa,none,2.95,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.95
129,56,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
130,57,1,barbacoa burrito,Roasted Chili Corn Salsa  Rice  Pinto Beans  Cheese  Guacamole  Lettuce,11.75,Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,11.75
131,57,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
132,58,1,chicken burrito,Tomatillo-Green Chili Salsa  Medium   Pinto Beans  Rice  Cheese  Sour Cream,8.49,Tomatillo-Green Chili Salsa (Medium), Pinto Beans, Rice, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.49
133,58,1,chips and tomatillo-green chili salsa,none,2.39,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.39
134,59,1,chicken burrito,Roasted Chili Corn Salsa  Medium   Rice  Black Beans  Sour Cream  Guacamole,10.98,Roasted Chili Corn Salsa (Medium), Rice, Black Beans, Sour Cream, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,10.98
135,60,2,chicken salad bowl,Tomatillo Green Chili Salsa  Sour Cream  Cheese  Guacamole,22.5,Tomatillo Green Chili Salsa, Sour Cream, Cheese, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,45.0
136,61,1,barbacoa bowl,Tomatillo Red Chili Salsa  Fajita Vegetables  Rice  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.75,Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,11.75
137,61,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
138,62,1,chicken bowl,Fresh Tomato Salsa  Rice  Fajita Vegetables  Sour Cream  Cheese  Guacamole,11.25,Fresh Tomato Salsa, Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.25
139,62,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
140,63,1,chicken bowl,Tomatillo Green Chili Salsa  Rice  Sour Cream  Cheese  Guacamole,11.25,Tomatillo Green Chili Salsa, Rice, Sour Cream, Cheese, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.25
141,63,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
142,64,1,chicken bowl,Fresh Tomato Salsa  Fajita Vegetables  Rice  Black Beans  Cheese  Guacamole  Lettuce,11.25,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.25
143,64,1,veggie bowl,Tomatillo Red Chili Salsa  Fajita Vegetables  Black Beans  Cheese  Guacamole  Lettuce,11.25,Tomatillo Red Chili Salsa, Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,11.25
144,65,1,barbacoa burrito,Tomatillo Red Chili Salsa  Rice  Sour Cream  Cheese  Guacamole,11.75,Tomatillo Red Chili Salsa, Rice, Sour Cream, Cheese, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.75
145,65,1,carnitas bowl,Roasted Chili Corn Salsa  Rice  Fajita Vegetables  Black Beans  Sour Cream  Cheese,9.25,Roasted Chili Corn Salsa, Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,9.25
146,65,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
147,66,1,steak burrito,Tomatillo-Green Chili Salsa  Medium   Rice  Black Beans  Sour Cream  Guacamole,11.48,Tomatillo-Green Chili Salsa (Medium), Rice, Black Beans, Sour Cream, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.48
148,67,2,steak burrito,Tomatillo-Red Chili Salsa  Hot   Rice  Cheese  Sour Cream  Lettuce,17.98,Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,35.96
149,67,1,side of chips,none,1.69,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.69
150,68,2,chicken burrito,Tomatillo Red Chili Salsa  Rice  Black Beans  Sour Cream  Cheese  Lettuce,17.5,Tomatillo Red Chili Salsa, Rice, Black Beans, Sour Cream, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,35.0
151,68,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
152,69,1,chicken burrito,Tomatillo-Green Chili Salsa  Medium   Pinto Beans  Rice  Cheese  Sour Cream,8.49,Tomatillo-Green Chili Salsa (Medium), Pinto Beans, Rice, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.49
153,69,1,chips and tomatillo-green chili salsa,none,2.39,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.39
154,70,2,chicken bowl,Fresh Tomato Salsa  Fajita Vegetables  Rice  Lettuce,17.5,Fresh Tomato Salsa, Fajita Vegetables, Rice, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,35.0
155,70,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
156,71,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
157,71,1,veggie bowl,Tomatillo Red Chili Salsa  Fajita Vegetables  Rice  Black Beans  Cheese  Guacamole  Lettuce,11.25,Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.25
158,71,1,steak burrito,Tomatillo Green Chili Salsa  Rice  Cheese  Guacamole  Lettuce,11.75,Tomatillo Green Chili Salsa, Rice, Cheese, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.75
159,72,1,chicken burrito,Roasted Chili Corn Salsa  Medium   Tomatillo-Red Chili Salsa  Hot   Black Beans  Rice  Fajita Veggies  Cheese  Sour Cream  Guacamole  Lettuce,10.98,Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,10.98
160,73,1,chicken bowl,Fresh Tomato Salsa  Mild   Black Beans  Rice  Fajita Veggies  Cheese  Sour Cream  Lettuce,8.49,Fresh Tomato Salsa (Mild), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,8.49
161,73,1,chicken burrito,Roasted Chili Corn Salsa  Medium   Tomatillo-Red Chili Salsa  Hot   Black Beans  Rice  Fajita Veggies  Cheese  Guacamole  Lettuce,10.98,Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Fajita Veggies, Cheese, Guacamole, Lettuce,Not Specified,Not Specified,10.98
162,73,2,canned soda,Diet Coke,2.18,Diet Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.36
163,74,1,carnitas bowl,Roasted Chili Corn Salsa  Medium   Pinto Beans  Rice  Fajita Veggies  Cheese  Sour Cream  Guacamole  Lettuce,11.48,Roasted Chili Corn Salsa (Medium), Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,11.48
164,74,1,veggie bowl,Fresh Tomato Salsa  Mild   Roasted Chili Corn Salsa  Medium   Black Beans  Rice  Fajita Veggies  Cheese  Sour Cream  Lettuce,8.49,Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,8.49
165,74,1,chips and tomatillo-green chili salsa,none,2.39,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.39
166,75,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
167,75,1,chicken burrito,Tomatillo Red Chili Salsa  Rice  Black Beans  Cheese  Guacamole  Lettuce,11.25,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,11.25
168,75,1,barbacoa crispy tacos,Tomatillo Red Chili Salsa  Rice  Black Beans  Cheese  Sour Cream  Guacamole,11.75,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.75
169,75,1,chicken burrito,Tomatillo Red Chili Salsa  Rice  Cheese  Sour Cream,8.75,Tomatillo Red Chili Salsa, Rice, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
170,76,1,chicken burrito,Tomatillo-Red Chili Salsa  Hot   Fresh Tomato Salsa  Mild   Rice  Black Beans  Cheese  Lettuce,8.49,Tomatillo-Red Chili Salsa (Hot), Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.49
171,76,2,canned soda,Diet Dr  Pepper,2.18,Diet Dr. Pepper,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.36
172,77,1,chicken burrito,Tomatillo-Red Chili Salsa  Hot   Black Beans  Rice  Cheese  Sour Cream  Lettuce,8.49,Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.49
173,77,1,nantucket nectar,Apple,3.39,Apple,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,3.39
174,78,1,chicken burrito,Tomatillo-Green Chili Salsa  Medium   Lettuce,8.49,Tomatillo-Green Chili Salsa (Medium), Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.49
175,78,1,steak soft tacos,Roasted Chili Corn Salsa  Medium   Lettuce,8.99,Roasted Chili Corn Salsa (Medium), Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.99
176,79,1,chicken bowl,Roasted Chili Corn Salsa  Medium   Black Beans  Rice  Fajita Veggies  Cheese  Sour Cream  Guacamole  Lettuce,10.98,Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,10.98
177,80,1,steak burrito,Fresh Tomato Salsa  Mild   Rice  Black Beans  Sour Cream  Guacamole,11.48,Fresh Tomato Salsa (Mild), Rice, Black Beans, Sour Cream, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.48
178,81,1,chicken burrito,Tomatillo-Green Chili Salsa  Medium   Rice  Fajita Veggies  Cheese  Sour Cream,8.49,Tomatillo-Green Chili Salsa (Medium), Rice, Fajita Veggies, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.49
179,81,1,canned soda,Coca Cola,1.09,Coca Cola,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.09
180,81,1,canned soda,Dr  Pepper,1.09,Dr. Pepper,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.09
181,82,1,barbacoa soft tacos,Tomatillo Red Chili Salsa  Rice  Pinto Beans  Cheese  Sour Cream,9.25,Tomatillo Red Chili Salsa, Rice, Pinto Beans, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
182,82,1,chicken bowl,Fresh Tomato Salsa  Rice  Black Beans  Sour Cream,8.75,Fresh Tomato Salsa, Rice, Black Beans, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
183,82,1,chips and fresh tomato salsa,none,2.95,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.95
184,83,1,steak soft tacos,Fresh Tomato Salsa  Cheese  Sour Cream,9.25,Fresh Tomato Salsa, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
185,83,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
186,83,1,veggie salad bowl,Fresh Tomato Salsa  Fajita Vegetables  Rice  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.25,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,11.25
187,84,1,steak bowl,Fresh Tomato Salsa  Mild   Rice  Fajita Veggies  Guacamole  Lettuce,11.48,Fresh Tomato Salsa (Mild), Rice, Fajita Veggies, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.48
188,84,1,chicken burrito,Roasted Chili Corn Salsa  Medium   Rice  Cheese  Sour Cream  Lettuce,8.49,Roasted Chili Corn Salsa (Medium), Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.49
189,84,1,chicken burrito,Roasted Chili Corn Salsa  Medium   Rice  Cheese  Lettuce,8.49,Roasted Chili Corn Salsa (Medium), Rice, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.49
190,85,1,steak burrito,Roasted Chili Corn Salsa  Medium   Fajita Veggies  Cheese  Lettuce  Sour Cream  Rice,8.99,Roasted Chili Corn Salsa (Medium), Fajita Veggies, Cheese, Lettuce, Sour Cream, Rice,Not Specified,Not Specified,Not Specified,Not Specified,8.99
191,85,1,chips and roasted chili-corn salsa,none,2.39,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.39
192,86,1,veggie bowl,Roasted Chili Corn Salsa  Fajita Vegetables  Rice  Cheese  Sour Cream  Guacamole  Lettuce,11.25,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.25
193,86,1,chicken bowl,Fresh Tomato Salsa  Rice  Cheese  Sour Cream,8.75,Fresh Tomato Salsa, Rice, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
194,86,1,chips and fresh tomato salsa,none,2.95,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.95
195,87,1,canned soda,Coca Cola,1.09,Coca Cola,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.09
196,87,1,steak burrito,Roasted Chili Corn Salsa  Medium   Rice  Black Beans  Sour Cream,8.99,Roasted Chili Corn Salsa (Medium), Rice, Black Beans, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.99
197,88,1,chicken burrito,Tomatillo-Green Chili Salsa  Medium   Pinto Beans  Rice  Cheese  Sour Cream,8.49,Tomatillo-Green Chili Salsa (Medium), Pinto Beans, Rice, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.49
198,88,1,chips and tomatillo-green chili salsa,none,2.39,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.39
199,89,1,chicken bowl,Roasted Chili Corn Salsa  Medium   Tomatillo-Red Chili Salsa  Hot   Black Beans  Rice  Fajita Veggies  Guacamole  Lettuce,10.98,Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Fajita Veggies, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,10.98
200,89,1,canned soda,Diet Coke,1.09,Diet Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.09
201,89,1,chips and guacamole,none,3.99,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,3.99
